one-hundred-paper-cuts;3
gis;7
dotnet;8
cp;24
decryption;13
nitro;5
qt5;65
daw;2
backtrack;25
compat-wireless;7
freemat;2
disk-image;39
freelan;1
alfa-wireless;10
context-menu;31
intel-smart-response;4
jhbuild;5
platform-integration;5
nfc;3
simon;4
opendns;6
source-packages;12
galaxy-nexus;32
ubuntu-phone;6
shell-scripting;277
sound-recorder;11
gnome-disk-utility;4
ivybridge;11
reinstalling;16
microsoft-installer;5
passwd;24
lightworks;3
ibm-lotus-symphony;2
resolvconf;18
heat;14
ppp;18
xsane;7
doublecmd;1
xdebug;7
tp-smapi;3
stickynotes;8
nessus;3
partitions;225
ufs;3
duration;4
expo-mode;4
tv-card;5
video-capture-card;11
ivtv;3
scilab;9
mariadb;15
soundconverter;3
unity-tweak-tool;11
sagemath;6
wired;120
ulimit;26
jvm;7
lmms;11
redmine;19
nemo;42
menu-bar;30
e1000;2
nic;24
vim-plugin;10
gigolo;2
ustream;2
pcscd;4
chm2pdf;2
ubuntu-sdk;170
my-weather-indicator;2
white-screen;10
konqueror;1
nexus-10;13
ubuntu-touch;1185
lxrandr;3
cloning;23
reverse-tethering;5
clang;17
photo-editing;3
mir;36
chorded-keyboard;1
inetd;4
surface;35
nrpe;1
vmbuilder;5
pbuilder-dist;2
sansa-clip;5
.sh;22
x230;4
fedena;2
windows-application;5
permanent-delete;4
secure-delete;6
otrs;4
tt-rss;3
bleachbit;9
bzrlib;2
xfce4;21
xfce4-terminal;12
cabextract;1
cedarview;8
wmctrl;15
yed;1
passphrase;22
grub-legacy;13
pencil;4
killall;5
autoplay;2
control-groups;2
sis-graphics;3
ksnapshot;2
anki;2
insync;5
man;4
unistd;1
watchdog;2
cgroup;6
ubuntu-email-address;6
atime;1
video-driver;55
calligra;2
tee;3
character-set;5
csv;11
free;7
rtl8192ce;7
berkeleydb;2
mod-rewrite;13
.htaccess;16
jmol;1
xkb;19
hybrid-efi;1
tcsh;5
vector;2
wwan;3
msgfmt;1
zoneminder;7
startup-disk-creator;16
startup-disk;6
doxygen;1
ownership;21
gchempaint;1
mol;1
virtualmin;7
ipmi;2
runtime-pm;1
ussd;3
word-processor;2
chef;3
chemaxon;1
integrated;5
apticron;2
gallium;6
gnome-pie;2
mediawiki;7
system-call-fastboot;3
powerline-plugin;3
13.1;4236
iceweasel;1
winff;7
security-card;1
cac-reader;1
logitech-unifying;18
relinux;7
icecat;3
nepomuk;5
sandy-bridge;6
athena-filemanager;1
beowulf;2
iphoto;2
aif;1
ultrastar-deluxe;1
postgres;10
pg;2
preload;4
pkexec;6
ceph;10
iowait;4
friends-app;8
indicator-syc;1
libre.fm;1
dm-cache;1
flashcache;5
bcache;10
enhanceio;3
indicator-message;11
gma3600;3
virtualenv;21
netinstall;7
libtiff;3
evolution-mapi;4
glitch;21
lingot;1
unity-previews;2
unity-next;5
goldendict;5
preinstallation;21
testsuite;1
julia-lang;1
lintian;1
elevation;1
copy.com;4
qgtkstyle;1
dragon;1
remote-imaging;1
pinyin;3
htdocs;1
quantum;6
easybcd;26
vimrc;2
ansi;3
cdn;4
h264;6
virtualenvwrapper;6
flask;3
bottle;1
vmdk;4
qcow2;3
pam-environment;6
xbacklight;9
caching;6
tint2;7
nitroshare;2
onscreen-keyboard;5
icon-themes;22
jekyll;4
cms;5
mailutils;3
sdk;31
xkill;2
beagleboard;10
rdesktop;4
luz;1
google-app-engine;2
home-theatre;11
text-processing;18
pstn;3
hp-pavilion;156
minix;1
iwlwifi;30
tomcat7;34
hardware-test;4
network-drive;4
esx;1
libertas;1
qmmp;1
wifi-direct;15
ace;1
inode;5
jenkins;7
cryptsetup;16
expect;7
chcon;1
audio-sync;7
lincroft;1
smartcard;6
owncloud-client;3
curlftpfs;4
jar;9
linaro;5
get-iplayer;1
cups-lpd;14
lpd;3
keryx;3
rust;1
uniq;1
ubuntu-edge;19
scite;1
chromecast;5
nexus-4;62
xinetd;8
tightvncserver;8
dead-space;1
hardware-acceleration;42
cloud-init;12
keepassx;1
openvas;1
sputnik;4
airplay;3
xamp;2
edac;1
oauth;3
hardware-enablement-stack;11
trackball;1
tor-browser;5
grunt;4
sqldeveloper;1
everpad;7
cobbler;1
owncloud-server;14
openerp;7
ubuntu-manpage-repository;1
window-placement;6
synfig-studio;1
connection-sharing;20
memory-test;4
asciidoc;3
markdown;5
vidalia;6
digital-dairy;1
komodo-edit;1
usb-audio;2
multitrack;1
dracut;1
redis;3
espeak;4
libpcap;2
bitnami;1
avidemux;7
rotate;3
qq;2
wintv;2
binutils;4
bfq;1
bfs;1
drivel;1
mod-ssl;4
tls;8
click-packages;8
crash;102
gpodder;5
objdump;1
oki;1
ps;9
rockbox;2
tilda;2
case-insensitive;2
texlive;11
xinit;4
logind;1
systemd-logind;4
systemd;6
g-io-error-quark;1
apache2.4;16
ntfs-3g;10
stud;1
rar;8
rarcrack;1
doc;1
qdbus;3
gpg;2
ipython;7
matplotlib;3
wps-office;3
smartscopes;4
icaclient;2
granola;1
dmcrypt;8
essid;1
gmusicbrowser;3
b43;2
picstart+;1
sdcc;1
adb;10
tlp;6
cat;13
rev;1
notepad;2
parallel-port;3
googledart;1
x-forwarding;2
psvita;1
google-hangouts;3
ark;1
aptoncd;3
coreutils;10
solaris;2
right-to-left;8
xclip;3
visual-artifacts;63
traceroute;4
freespeak;1
less;5
software-installation;603
pipelight;11
system-installation;689
banner;3
software-uninstall;24
dansguardian;3
gcompris;1
last.fm-client;2
time-command;2
aptdaemon;2
qutecom;1
seamonkey;3
overlayfs;2
netflix-desktop;5
interactive-whiteboard;1
date-command;1
wallch;2
find-command;5
unicorn;1
android-studio;5
valgrind;1
gnome-screenshot;3
charmap;1
xbindkeys;2
trap-command;1
scrot-command;1
youtube-dl;9
klipper;2
bless-hex-editor;1
xwinwrap;1
keystone;1
update-notifier;2
ac2738;1
csh;1
workrave;3
pgrep;1
gnome-calculator;1
gcalccmd;1
oibaf;1
darktable;2
vino-preferences;1
rc-files;1
terminal-server;1
flightgear;1
application-finder;3
virtio-serial;1
ltsp-client;3
basename;1
flareget;1
artillery;2
xdiagnose;1
base-files;1
lsb-release;2
lynis;2
torque;1
kylin;3
x2go;2
x2goclient;1
email-client;4
cursor-theme;2
pstree;1
watch-command;1
uwsgi;1
samba4;3
chsh;2
hyper-v;24
zentyal;1
cfengine;1
netcat;2
splashtop;1
diaporama;1
qmail;1
monit;1
wc;1
jovie;1
cluster;6
smarty;1
ddrescue;1
lilypond;1
ubuntu-builder;2
mustek;1
sailfin;1
sgminer;1
cgminer;1
phppgadmin;1
debdelta;1
vmplayer;1
netextender;1
baloo;1
apt-listchanges;1
ncmpcpp;1
retina-display;1
android-sdk;2
14.04;5
persian;2
nsenter;1
refind;1
virtualbox-display;1
display-resolution;3
ibm-lotus-notes;1
finch;1
mega;1
icc;1
nullmailer;1
hadware;1
convert-command;1
lprng;1
puppetmaster;1
file-conversion;1
arista-transcoder;1
vnstat;1
windows-live;1
app;2
nightly;1
kuaipan;1
smem;1
heartbleed;4
colord;1
xcompose;1
mathematica;1
ubuntu;20000
